DateTime,temp,hum,HeatIndex
2015/02/01 10:11:04,71.60,33.00,76.52
2015/02/01 10:21:04,69.80,33.00,76.48
2015/02/01 10:31:05,71.60,33.00,76.52
2015/02/01 10:41:05,68.00,34.00,76.78
2015/02/01 10:51:06,71.60,33.00,76.52
2015/02/01 11:01:06,69.80,33.00,76.48
2015/02/01 11:11:07,69.80,33.00,76.48
2015/02/01 11:21:07,71.60,33.00,76.52
2015/02/01 11:31:08,69.80,33.00,76.48
2015/02/01 11:41:08,71.60,33.00,76.52
2015/02/01 11:51:09,69.80,33.00,76.48
2015/02/01 12:01:09,71.60,33.00,76.52
2015/02/01 12:11:10,71.60,33.00,76.52
2015/02/01 12:21:10,69.80,33.00,76.48
2015/02/01 12:31:11,71.60,33.00,76.52
2015/02/01 12:41:11,68.00,34.00,76.78
2015/02/01 12:51:12,71.60,33.00,76.52
2015/02/01 13:01:12,69.80,33.00,76.48
2015/02/01 13:11:13,69.80,33.00,76.48
2015/02/01 13:21:13,71.60,33.00,76.52
2015/02/01 13:31:14,69.80,33.00,76.48
2015/02/01 13:41:14,71.60,33.00,76.52
2015/02/01 13:51:15,69.80,33.00,76.48
2015/02/01 14:01:15,71.60,33.00,76.52
2015/02/01 14:11:16,71.60,33.00,76.52
2015/02/01 14:21:16,69.80,33.00,76.48
2015/02/01 14:31:17,71.60,33.00,76.52
2015/02/01 14:41:17,68.00,34.00,76.78
2015/02/01 14:51:18,71.60,33.00,76.52
2015/02/01 15:01:18,69.80,33.00,76.48
2015/02/01 15:11:19,71.60,33.00,76.52
2015/02/01 15:21:19,71.60,33.00,76.52
2015/02/01 15:31:20,69.80,33.00,76.48
2015/02/01 15:41:20,71.60,33.00,76.52
2015/02/01 15:51:21,68.00,34.00,76.78
2015/02/01 16:01:21,71.60,33.00,76.52
2015/02/01 16:11:22,69.80,33.00,76.48
2015/02/01 16:21:22,69.80,33.00,76.48
2015/02/01 16:31:23,71.60,33.00,76.52
2015/02/01 16:41:23,69.80,33.00,76.48
2015/02/01 16:51:24,71.60,33.00,76.52
2015/02/01 17:01:24,68.00,34.00,76.78
2015/02/01 17:11:25,71.60,33.00,76.52
2015/02/01 17:21:25,69.80,33.00,76.48
2015/02/01 17:31:26,69.80,33.00,76.48
2015/02/01 17:41:26,71.60,33.00,76.52
2015/02/01 17:51:27,68.00,34.00,76.78
2015/02/01 18:01:27,71.60,33.00,76.52
2015/02/01 18:11:28,69.80,33.00,76.48
2015/02/01 18:21:28,71.60,33.00,76.52
